mediaid,mediatype,title,description,duration,language,thumbnailurl,playurl,downloadurl,keywords,tags,imageurl,presentationdate,releasedate,lastmodified
143030374,audio,"Sanctuary of Hercules, BÃ¶cklin","<p>&nbsp;<br>
</p>
",111,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/sanctuary-hercules.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F143030374&download=true,https://api.soundcloud.com/tracks/143030374/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"sanctuary of hercules, bocklin, national gallery, english","ngaweb:constituents/9/7/4/Constituent_974,ngaweb:audio-video/audio/collection-highlights-audio-english,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:artobjects/5/5/8/1/8/ArtObject_55818",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/sanctuary-hercules.jpg,2014-01-01 00:00:00-05,2014-01-01 00:00:00-05,2014-06-04 10:11:00-04
143552205,audio,"Old Topographics: Photography and Urbanization in Nineteenth-Century Paris :  The Quarry in the City: Charles Marville’s Landscapes of the CarriÃ¨res d’AmÃ©rique, Part 5","<p>Nancy Locke, associate professor of art history, The Pennsylvania State University. Organized in conjunction with <i>Charles Marville: Photographer of Paris</i>, this symposium held on December 6, 2013, at the National Gallery of Art offers new perspectives on art and urbanism in 19th-century Paris. An international panel of art, architectural, and literary historians address the transformation of 19th-century Paris in papers that focus on diverse topics including the representation of Parisian quarries in 19th-century photography, painting, and literature; the formative role of architect Gabriel Davioud in reshaping Paris; the use of photography to map the changing city; new modes of transportation that shape the experience and representations of the city; &nbsp;the impact of 19th-century photography of Paris on 20th-century film; &nbsp;and the relationship between Marville’s urban documentation and contemporary photographic practice. <i>Charles Marville: Photographer of Paris </i>is on view at the Gallery through January 5, 2014.</p>
<p></p>
",1795,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/marville.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F143552205&download=true,https://api.soundcloud.com/tracks/143552205/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"marville, symposium, Topographics, Photography, Urbanization, Nineteenth-Century, Paris","ngaweb:audio-video/exhibition,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/marville,ngaweb:constituents/1/6/4/7/3/Constituent_16473,ngaweb:audio-video,ngaweb:audio-video/audio/old-topographics,ngaweb:audio-video/photography",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/marville.jpg,2013-12-06 00:00:00-05,2014-04-08 00:00:00-04,2015-04-20 15:56:03-04
143711991,audio,"The Sixty-Third A. W. Mellon Lectures in the Fine Arts: Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe, Part 2: Bearers of Memory and Makers of History: The Many Paths to Christian Antiquity","<p>Anthony Grafton, Princeton University. In this six-part lecture series entitled <i>Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe</i>, Anthony Grafton focuses on the efforts of artists and scholars to recreate the early history of Christianity in a period of crisis in the church from the 15th to the 17th century. &nbsp;In this second lecture, entitled “Bearers of Memory and Makers of History: The Many Paths to Christian Antiquity,” originally delivered at the National Gallery of Art on April 6, 2014, Professor Grafton argues that the history of knowledge was for millennia a history of books, the production of which established new standards of study and argument and ultimately the great libraries of Europe. Knowledge about the early church took the form of immense books—the work of learned scholars rich in erudition and impassioned by their beliefs, whose scholarship was often deeply prejudiced but sometimes reached original, prescient, and unexpected conclusions.</p>
",4109,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/mellon-grafton.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F143711991&download=true,https://api.soundcloud.com/tracks/143711991/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"mellon, graton, jesus, passover","ngaweb:audio-video/aw-mellon-lecture,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/mellon-grafton.jpg,2014-04-06 00:00:00-04,2014-04-08 00:00:00-04,2014-07-25 11:00:51-04
144708602,audio,"Ways of Seeing Byzantium: An Introduction, Part 1","<p>William Tronzo, visiting faculty, University of California, San Diego. Held in conjunction with the exhibition <i>Heaven and Earth: Art of Byzantium from Greek Collections</i>, on view from October 6, 2013, through March 2, 2014, at the National Gallery of Art, this symposium takes its name and perspective from art critic and novelist John Peter Berger’s 1972 book <i>Ways of Seeing</i>. Noted scholars Glenn Peers, Bissera Pentcheva, William Tronzo, and Alicia Walker seek to place the Heaven and Earth exhibition objects in context by answering questions generated by Berger’s book: What world did these objects constitute in Byzantium and how did they form it? What values did they embody or create?&nbsp;How were they used and understood?&nbsp;Conversely what world do these objects constitute for us now?&nbsp;How do we understand them?&nbsp;And most important, then and now, are these works considered art?&nbsp;</p>
",1566,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/ways-seeing-byzantium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F144708602&download=true,https://api.soundcloud.com/tracks/144708602/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"byzantium, greek, John Peter Berger, Ways of Seeing, Glenn Peers, Bissera Pentcheva, William Tronzo, Alicia Walker","ngaweb:audio-video/audio,ngaweb:audio-video/exhibition,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/heaven-and-earth",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/ways-seeing-byzantium.jpg,2014-02-28 00:00:00-05,2014-04-15 00:00:00-04,2014-06-09 09:55:08-04
144710154,audio,"Old Topographics: Photography and Urbanization in Nineteenth-Century Paris :  Paris Plays Itself: The Modernizing City Seen through the Lens (in Rewind), 1926 – 1865, Part 6","<p>Jeannene Przyblyski, provost and faculty, California Institute of the Arts. Organized in conjunction with <i>Charles Marville: Photographer of Paris</i>, this symposium held on December 6, 2013, at the National Gallery of Art offers new perspectives on art and urbanism in 19th-century Paris. An international panel of art, architectural, and literary historians address the transformation of 19th-century Paris in papers that focus on diverse topics including the representation of Parisian quarries in 19th-century photography, painting, and literature; the formative role of architect Gabriel Davioud in reshaping Paris; the use of photography to map the changing city; new modes of transportation that shape the experience and representations of the city; &nbsp;the impact of 19th-century photography of Paris on 20th-century film; &nbsp;and the relationship between Marville’s urban documentation and contemporary photographic practice. <i>Charles Marville: Photographer of Paris </i>is on view at the Gallery through January 5, 2014.</p>
<p></p>
",1953,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/marville.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F144710154&download=true,https://api.soundcloud.com/tracks/144710154/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"marville, symposium, Topographics, Photography, Urbanization, Nineteenth-Century, Paris","ngaweb:audio-video/exhibition,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/marville,ngaweb:constituents/1/6/4/7/3/Constituent_16473,ngaweb:audio-video/audio/old-topographics,ngaweb:audio-video/photography",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/marville.jpg,2013-12-06 00:00:00-05,2014-04-15 00:00:00-04,2015-04-20 15:56:19-04
144854901,audio,"The Sixty-Third A. W. Mellon Lectures in the Fine Arts: Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe, Part 3: Christian Origins and the Work of Time: Imagining the First Christians","<p>Anthony Grafton, Princeton University. In this six-part lecture series entitled <i>Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe</i>, Anthony Grafton focuses on the efforts of artists and scholars to recreate the early history of Christianity in a period of crisis in the church from the 15th to the 17th century. In this third lecture, entitled “Christian Origins and the Work of Time: Imagining the First Christians,” originally delivered at the National Gallery of Art on April 13, 2014, Professor Grafton extols the religious imagination of the humanists who plumbed the early sources of Christian and Jewish traditions in order to write histories of the early church, producing unprecedented and radical visions of Christian origins.<br>
</p>
",4109,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/mellon-grafton.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F144854901&download=true,https://api.soundcloud.com/tracks/144854901/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"mellon, graton, jesus, passover","ngaweb:audio-video/aw-mellon-lecture,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/mellon-grafton.jpg,2014-04-13 00:00:00-04,2014-04-06 00:00:00-04,2014-07-25 10:59:28-04
146929312,audio,The Louis XIV Bust,"<p>Alison Luchs, Curator of Early European Sculpture</p>
",1596,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/docent-luchs.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F146929312&download=true,https://api.soundcloud.com/tracks/146929312/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/docent,ngaweb:audio-video/audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/docent-luchs.jpg,2014-04-23 00:00:00-04,2014-04-29 00:00:00-04,2015-01-28 09:02:45-05
145782303,audio,"Old Topographics: Photography and Urbanization in Nineteenth-Century Paris :  Ruptures in the Urban Fabric (Boots on the Ground): Paris/Beijing, Part 7","<p>Shelley Rice, arts professor, department of photography and imaging and department of art history, New York University. Organized in conjunction with <i>Charles Marville: Photographer of Paris</i>, this symposium held on December 6, 2013, at the National Gallery of Art offers new perspectives on art and urbanism in 19th-century Paris. An international panel of art, architectural, and literary historians address the transformation of 19th-century Paris in papers that focus on diverse topics including the representation of Parisian quarries in 19th-century photography, painting, and literature; the formative role of architect Gabriel Davioud in reshaping Paris; the use of photography to map the changing city; new modes of transportation that shape the experience and representations of the city; &nbsp;the impact of 19th-century photography of Paris on 20th-century film; &nbsp;and the relationship between Marville’s urban documentation and contemporary photographic practice. <i>Charles Marville: Photographer of Paris </i>is on view at the Gallery through January 5, 2014.</p>
",2016,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/marville.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F145782303&download=true,https://api.soundcloud.com/tracks/145782303/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"marville, symposium, Topographics, Photography, Urbanization, Nineteenth-Century, Paris","ngaweb:audio-video/curator,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/marville,ngaweb:constituents/1/6/4/7/3/Constituent_16473,ngaweb:audio-video,ngaweb:audio-video/audio/old-topographics,ngaweb:audio-video/photography",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/marville.jpg,2013-12-06 00:00:00-05,2014-04-22 00:00:00-04,2015-04-20 15:57:06-04
145782832,audio,"Ways of Seeing Byzantium: The Byzantine Icon in the Expanded Field, Part 2","<p>Bissera Pentcheva, associate professor of art and art history, Stanford University. Held in conjunction with the exhibition <i>Heaven and Earth: Art of Byzantium from Greek Collections</i>, on view from October 6, 2013, through March 2, 2014, at the National Gallery of Art, this symposium takes its name and perspective from art critic and novelist John Peter Berger’s 1972 book <i>Ways of Seeing</i>. Noted scholars Glenn Peers, Bissera Pentcheva, William Tronzo, and Alicia Walker seek to place the Heaven and Earth exhibition objects in context by answering questions generated by Berger’s book: What world did these objects constitute in Byzantium and how did they form it? What values did they embody or create?&nbsp;How were they used and understood?&nbsp;Conversely what world do these objects constitute for us now?&nbsp;How do we understand them?&nbsp;And most important, then and now, are these works considered art?</p>
",2423,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/ways-seeing-byzantium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F145782832&download=true,https://api.soundcloud.com/tracks/145782832/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"byzantium, greek, John Peter Berger, Ways of Seeing, Glenn Peers, Bissera Pentcheva, William Tronzo, Alicia Walker","ngaweb:audio-video/audio,ngaweb:audio-video/exhibition,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/heaven-and-earth",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/ways-seeing-byzantium.jpg,2014-02-28 00:00:00-05,2014-04-22 00:00:00-04,2014-06-09 09:54:59-04
146885750,audio,"Ways of Seeing Byzantium: Heaven in Earth: Exhibiting the Metaphysics of Matter, Part 3","<p>Glenn Peers, professor of art and art history, University of Texas, Austin. Held in conjunction with the exhibition <i>Heaven and Earth: Art of Byzantium from Greek Collections</i>, on view from October 6, 2013, through March 2, 2014, at the National Gallery of Art, this symposium takes its name and perspective from art critic and novelist John Peter Berger’s 1972 book <i>Ways of Seeing</i>. Noted scholars Glenn Peers, Bissera Pentcheva, William Tronzo, and Alicia Walker seek to place the Heaven and Earth exhibition objects in context by answering questions generated by Berger’s book: What world did these objects constitute in Byzantium and how did they form it? What values did they embody or create?&nbsp;How were they used and understood?&nbsp;Conversely what world do these objects constitute for us now?&nbsp;How do we understand them?&nbsp;And most important, then and now, are these works considered art?&nbsp;</p>
",2015,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/ways-seeing-byzantium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F146885750&download=true,https://api.soundcloud.com/tracks/146885750/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"byzantium, greek, John Peter Berger, Ways of Seeing, Glenn Peers, Bissera Pentcheva, William Tronzo, Alicia Walker","ngaweb:audio-video/audio,ngaweb:audio-video/exhibition,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/heaven-and-earth",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/ways-seeing-byzantium.jpg,2014-02-28 00:00:00-05,2014-04-29 00:00:00-04,2014-06-09 09:54:47-04
146886769,audio,"El Greco: 400 Years After: Introduction: The Critical Fortune of El Greco: Causes and Effects, Part 1","<p>Felix Monguilot Benzal, docent, Borghese Gallery, Rome, and Kress Interpretive Fellow (2012 – 2013), National Gallery of Art. Recorded on March 22, 2014, at the National Gallery of Art, this symposium explores the art and legacy of DomÃ©nikos TheotokÃ³poulos (known as El Greco, 1541-1614). The 400th anniversary of the artist is being celebrated by exhibitions and programming throughout 2014. Born on the Greek island of Crete, El Greco spent the majority of his adult life in Toledo, Spain, and became known as the Greek from Toledo. An international panel of El Greco scholars provides an in-depth study of the artist’s career, focusing on his early years in Greece and Italy and his renowned work completed in Toledo. The Gallery is also presenting an exhibition titled <i>El Greco: A 400th Anniversary Celebration from Washington Area Collections</i>, on view from November 2, 2014, through February 16, 2015. This program was coordinated with and supported by SPAIN arts &amp; culture.</p>
",1106,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/greco-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F146886769&download=true,https://api.soundcloud.com/tracks/146886769/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"el greco, DomÃ©nikos TheotokÃ³poulos, 400th anniversary, spain, greek, toledo","ngaweb:audio-video/audio,ngaweb:audio-video/exhibition,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2014/el-greco-400-anniversary,ngaweb:constituents/1/3/5/6/Constituent_1356",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/greco-symposium.jpg,2014-03-22 00:00:00-04,2014-04-29 00:00:00-04,2014-05-23 11:35:47-04
147108643,audio,"Press Event: ""Andrew Wyeth: Looking Out, Looking In""","<p>On April 29, 2014, the National Gallery of Art hosted a press preview for <i>Andrew Wyeth: Looking Out, Looking In</i>–an exhibition of some 60 tempera paintings, watercolors, and drawings that explore the artist’s fascination with windows. Speakers include the Gallery’s deputy director, Franklin Kelly, and its curator and head of the department of American and British paintings, Nancy Anderson; Todd Walker from&nbsp;Altria Client Services; Thomas Padon, director of the Brandywine River Museum; and Katsushige Susaki from the Marunuma Art Park. Image: Andrew Wyeth,&nbsp;<i>Wind from the Sea</i>, 1947, tempera on hardboard, National Gallery of Art, Washington, Gift of Charles H. Morgan, Â© Andrew Wyeth</p>
",111,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/press-wyeth.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F147108643&download=true,https://api.soundcloud.com/tracks/147108643/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/audio,ngaweb:audio-video/podcast-press-audio,ngaweb:audio-video/press,ngaweb:exhibitions/2014/andrew-wyeth",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/press-wyeth.jpg,2014-04-29 00:00:00-04,2014-04-29 00:00:00-04,2014-05-30 10:33:38-04
147427105,audio,"The Sixty-Third A. W. Mellon Lectures in the Fine Arts: Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe, Part 4: Relics and Ruins: Material Survivals and Early Modern Interpretations","<p>Anthony Grafton, Princeton University. In this six-part lecture series entitled <i>Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe</i>, Anthony Grafton focuses on the efforts of artists and scholars to recreate the early history of Christianity in a period of crisis in the church from the 15th to the 17th century. In this fourth lecture, entitled “Relics and Ruins: Material Survivals and Early Modern Interpretations,” originally delivered at the National Gallery of Art on April 27, 2014, Professor Grafton reveals Catholic and Protestant sensibilities as extremes that touched when scholars of both denominations feared the loss of tangible evidence of early Christian practice and ritual threatened in the course of modernization and destroyed in the wake of religious wars. Even as critical attitudes arose regarding the authenticity of these material remains, the past was seen in a new light in which they were acknowledged as witnesses to the pious traditions of the early church rather than as sources of corruption and deception.&nbsp;&nbsp;</p>
<p></p>
",3810,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/mellon-grafton.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F147427105&download=true,https://api.soundcloud.com/tracks/147427105/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"mellon, graton, jesus, passover","ngaweb:audio-video/aw-mellon-lecture,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/mellon-grafton.jpg,2014-04-29 00:00:00-04,2014-04-06 00:00:00-04,2014-05-28 11:06:37-04
148022547,audio,"El Greco: 400 Years After: El Greco in Italy: Formation of an Ambitious Portraitist, Part 2","<p>Jeongho Park, Anne L. Poulet Curatorial Fellow, The Frick Collection. Recorded on March 22, 2014, at the National Gallery of Art, this symposium explores the art and legacy of DomÃ©nikos TheotokÃ³poulos (known as El Greco, 1541-1614). The 400th anniversary of the artist is being celebrated by exhibitions and programming throughout 2014. Born on the Greek island of Crete, El Greco spent the majority of his adult life in Toledo, Spain, and became known as the Greek from Toledo. An international panel of El Greco scholars provides an in-depth study of the artist’s career, focusing on his early years in Greece and Italy and his renowned work completed in Toledo. The Gallery is also presenting an exhibition titled <i>El Greco: A 400th Anniversary Celebration from Washington Area Collections</i>, on view from November 2, 2014, through February 16, 2015. This program was coordinated with and supported by SPAIN arts &amp; culture.</p>
<p></p>
",1106,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/greco-symposium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F148022547&download=true,https://api.soundcloud.com/tracks/148022547/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"el greco, DomÃ©nikos TheotokÃ³poulos, 400th anniversary, spain, greek, toledo","ngaweb:audio-video/audio,ngaweb:audio-video/exhibition,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2014/el-greco-400-anniversary,ngaweb:constituents/1/3/5/6/Constituent_1356",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/greco-symposium.jpg,2014-03-22 00:00:00-04,2014-05-06 00:00:00-04,2014-05-23 11:36:41-04
148410814,audio,"Press Event: ""Degas/Cassatt""","<p>On May 6, the National Gallery of Art hosted a press preview for <i>Degas/Cassatt</i>—an exhibition that explores for the first time the complex and dynamic artistic relationship between&nbsp;Edgar Degas and&nbsp;Mary Cassatt. Speakers include (pictured left to right) the Gallery’s director, Earl A. Powell III, its associate curator of French paintings, Kimberly A. Jones, and chairman and CEO of Booz Allen Hamilton Inc., Ralph W. Shrader.</p>
",1408,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/press-degas-cassatt.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F148410814&download=true,https://api.soundcloud.com/tracks/148410814/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"degas, cassatt, press","ngaweb:audio-video/audio,ngaweb:audio-video/podcast-press-audio,ngaweb:audio-video/press,ngaweb:exhibitions/2014/degas-cassatt,ngaweb:audio-video/curator,ngaweb:constituents/1/5/5/4/1/Constituent_15541",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/press-degas-cassatt.jpg,2014-05-06 00:00:00-04,2014-05-06 00:00:00-04,2014-05-30 09:43:10-04
149732115,audio,"The Sixty-Third A. W. Mellon Lectures in the Fine Arts: Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe, Part 6: Constantine and Conversion: The Roles of the First Christian Emperor","<p>Anthony Grafton, Princeton University. In this six-part lecture series entitled <i>Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe</i>, Anthony Grafton focuses on the efforts of artists and scholars to recreate the early history of Christianity in a period of crisis in the church from the 15th to the 17th century. In this sixth lecture, entitled “Constantine and Conversion: The Roles of the First Christian Emperor,” originally delivered at the National Gallery of Art on May 11, 2014, Professor Grafton argues that in their retelling of the dramatic and exemplary life of Constantine, scholars and artists forged new forensic, historical, and multidisciplinary approaches. They used philological and antiquarian evidence to unpack a layered and incoherent body of evidence that exposed the apocryphal legends of what has been called an “inherited conglomerate.” Protestant and Catholic writers concurred in their assessment that Constantine’s reign marked a radical transformation of art and religion and was thus a historical moment of great consequence—yet one or two began to see Constantine in less dramatic terms, as the human, political figure that he was. The erudition and imagination of these scholars and artists in the early modern period produced sophisticated and acute views of the early church, from which we can still profit today.</p>
",3847,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/mellon-grafton.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F149732115&download=true,https://api.soundcloud.com/tracks/149732115/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"mellon, graton, jesus, passover","ngaweb:audio-video/aw-mellon-lecture,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/mellon-grafton.jpg,2014-05-04 00:00:00-04,2014-05-13 00:00:00-04,2014-05-28 11:07:25-04
148412568,audio,"Ways of Seeing Byzantium: Beautiful Bodies: Personal Adornment and Byzantine Aesthetics, Then and Now, Part 4","<p>Alicia Walker, assistant professor of the history of art, Bryn Mawr College</p>
<p>Held in conjunction with the exhibition <i>Heaven and Earth: Art of Byzantium from Greek Collections</i>, on view from October 6, 2013, through March 2, 2014, at the National Gallery of Art, this symposium takes its name and perspective from art critic and novelist John Peter Berger’s 1972 book <i>Ways of Seeing</i>. Noted scholars Glenn Peers, Bissera Pentcheva, William Tronzo, and Alicia Walker seek to place the Heaven and Earth exhibition objects in context by answering questions generated by Berger’s book: What world did these objects constitute in Byzantium and how did they form it? What values did they embody or create?&nbsp;How were they used and understood?&nbsp;Conversely what world do these objects constitute for us now?&nbsp;How do we understand them?&nbsp;And most important, then and now, are these works considered art?&nbsp;</p>
<p></p>
",2250,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/ways-seeing-byzantium.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F148412568&download=true,https://api.soundcloud.com/tracks/148412568/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"byzantium, greek, John Peter Berger, Ways of Seeing, Glenn Peers, Bissera Pentcheva, William Tronzo, Alicia Walker","ngaweb:audio-video/audio,ngaweb:audio-video/exhibition,ngaweb:audio-video/podcast-audio,ngaweb:exhibitions/2013/heaven-and-earth",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/ways-seeing-byzantium.jpg,2014-02-28 00:00:00-05,2014-05-06 00:00:00-04,2014-06-09 09:55:18-04
148416300,audio,Monuments Men and the National Gallery of Art: The Inside Story,"<p>Maygene Daniels, Chief of Gallery Archives and Nancy Yeide, Head of Curatorial Records</p>
",4123,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/docent-monuments-men.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F148416300&download=true,https://api.soundcloud.com/tracks/148416300/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,,"ngaweb:audio-video/audio,ngaweb:audio-video/docent",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/docent-monuments-men.jpg,2014-02-19 00:00:00-05,2014-05-06 00:00:00-04,2015-01-28 09:02:51-05
148562738,audio,"The Sixty-Third A. W. Mellon Lectures in the Fine Arts: Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe, Part 5: Martyrdom and Persecution: The Uses of Early Christian Suffering","<p>Anthony Grafton, Princeton University. In this six-part lecture series entitled <i>Past Belief: Visions of Early Christianity in Renaissance and Reformation Europe</i>, Anthony Grafton focuses on the efforts of artists and scholars to recreate the early history of Christianity in a period of crisis in the church from the 15th to the 17th century. In this fifth lecture, entitled “Martyrdom and Persecution: The Uses of Early Christian Suffering,” originally delivered at the National Gallery of Art on May 4, 2014, Professor Grafton shows that early Christian martyrs were seen as the core of the true church and thus were used in the Renaissance by Catholic and Protestant scholars alike to defend either the status quo or reform agendas. Visual and textual references to ancient and modern martyrs were tightly linked in this period. Ancient martyrdom resonated with both the devout and the radical at a time when the theater of violence created by the first ideological wars in Europe made martyrdom not a distant, but a living experience, melding past, present, and future.</p>
",3810,en,https://www.nga.gov/content/dam/ngaweb/audio-video/audio/thumbnails/mellon-grafton.jpg,https://w.soundcloud.com/player/?url=https%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F148562738&download=true,https://api.soundcloud.com/tracks/148562738/download?client_id=LBCcHmRB8XSStWL6wKH2HPACspQlXg2P,"mellon, graton, jesus, passover","ngaweb:audio-video/aw-mellon-lecture,ngaweb:audio-video/audio,ngaweb:audio-video/podcast-audio",https://www.nga.gov/content/dam/ngaweb/audio-video/audio/infoboxes/mellon-grafton.jpg,2014-04-29 00:00:00-04,2014-05-06 00:00:00-04,2014-07-21 10:34:24-04
